library,term,n_set,n_hit,expected,fold,p,q,n_tested_in_library
gobp,Regulation Of Regulated Secretory Pathway (GO:1903305),20,3,1.4,2.22,0.14920664963599328,0.27539875539399106,1065.0
gobp,Negative Regulation Of Protein Tyrosine Kinase Activity (GO:0061099),20,3,1.4,2.22,0.14920664963599328,0.27539875539399106,1065.0
gobp,In Utero Embryonic Development (GO:0001701),20,3,1.4,2.22,0.14920664963599328,0.27539875539399106,1065.0
gobp,Positive Regulation Of Erythrocyte Differentiation (GO:0045648),20,3,1.4,2.22,0.14920664963599328,0.27539875539399106,1065.0
gobp,Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193),20,3,1.4,2.22,0.14920664963599328,0.27539875539399106,1065.0
gobp,Positive Regulation Of Neuron Apoptotic Process (GO:0043525),20,3,1.4,2.22,0.14920664963599328,0.27539875539399106,1065.0
kegg,Endocrine and other factor-regulated calcium reabsorption,42,5,2.8,1.76,0.15143885329978848,0.3723614157606564,209.0
gobp,Protein Localization To Membrane (GO:0072657),153,14,10.3,1.35,0.15278021788971657,0.28150680285907986,1065.0
gobp,Negative Regulation Of MAPK Cascade (GO:0043409),90,9,6.1,1.48,0.15343458373692284,0.28222423433475446,1065.0
gobp,Regulation Of Receptor Internalization (GO:0002090),31,4,2.1,1.91,0.15402651209750468,0.2823377545332917,1065.0
gobp,Negative Regulation Of Type I Interferon Production (GO:0032480),31,4,2.1,1.91,0.15402651209750468,0.2823377545332917,1065.0
gobp,Synapse Organization (GO:0050808),78,8,5.3,1.52,0.15549560251494698,0.2845409221278669,1065.0
gobp,Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),167,15,11.3,1.33,0.15869989247794913,0.28990632159350915,1065.0
kegg,Retrograde endocannabinoid signaling,91,9,6.1,1.46,0.16077693618936198,0.39072534492530997,209.0
gobp,Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),43,5,2.9,1.72,0.16248600967056243,0.2958078637592291,1065.0
gobp,Positive Regulation Of Fat Cell Differentiation (GO:0045600),43,5,2.9,1.72,0.16248600967056243,0.2958078637592291,1065.0
gobp,Regulation Of Long-Term Synaptic Potentiation (GO:1900271),21,3,1.4,2.11,0.16584913670494256,0.3003900180115031,1065.0
gobp,Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283),21,3,1.4,2.11,0.16584913670494256,0.3003900180115031,1065.0
gobp,Positive Regulation Of Locomotion (GO:0040017),21,3,1.4,2.11,0.16584913670494256,0.3003900180115031,1065.0
kegg,Lysosome,117,11,7.9,1.39,0.1668631519314227,0.39720312158719245,209.0
gobp,Negative Regulation Of Transport (GO:0051051),32,4,2.2,1.85,0.16724341961566,0.3018885455774202,1065.0
kegg,Arachidonic acid metabolism,32,4,2.2,1.85,0.16724341961566,0.39720312158719245,209.0
gobp,Stem Cell Differentiation (GO:0048863),32,4,2.2,1.85,0.16724341961566,0.3018885455774202,1065.0
gobp,"Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)",44,5,3.0,1.68,0.17384489019911348,0.3132737869070319,1065.0
gobp,Negative Regulation Of Intracellular Signal Transduction (GO:1902532),183,16,12.4,1.29,0.17456575920320824,0.3138534814480625,1065.0
gobp,Extrinsic Apoptotic Signaling Pathway (GO:0097191),56,6,3.8,1.59,0.17534537226441052,0.3138534814480625,1065.0
gobp,Negative Regulation Of Cellular Catabolic Process (GO:0031330),56,6,3.8,1.59,0.17534537226441052,0.3138534814480625,1065.0
kegg,Thyroid hormone synthesis,56,6,3.8,1.59,0.17534537226441052,0.41176609891305394,209.0
gobp,Peptidyl-Tyrosine Phosphorylation (GO:0018108),56,6,3.8,1.59,0.17534537226441052,0.3138534814480625,1065.0
kegg,Colorectal cancer,81,8,5.5,1.46,0.18003508284590017,0.4148566827892289,209.0
gobp,Positive Regulation Of Wound Healing (GO:0090303),33,4,2.2,1.79,0.18084391311886908,0.3215338355118457,1065.0
gobp,Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),33,4,2.2,1.79,0.18084391311886908,0.3215338355118457,1065.0
gobp,Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124),33,4,2.2,1.79,0.18084391311886908,0.3215338355118457,1065.0
gobp,Regulation Of p38MAPK Cascade (GO:1900744),33,4,2.2,1.79,0.18084391311886908,0.3215338355118457,1065.0
kegg,Type II diabetes mellitus,33,4,2.2,1.79,0.18084391311886908,0.4148566827892289,209.0
gobp,Regulation Of Vasculature Development (GO:1901342),22,3,1.5,2.02,0.18300246597672856,0.3232133105559136,1065.0
gobp,Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),22,3,1.5,2.02,0.18300246597672856,0.3232133105559136,1065.0
gobp,Positive Regulation Of Peptidase Activity (GO:0010952),22,3,1.5,2.02,0.18300246597672856,0.3232133105559136,1065.0
gobp,Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020),22,3,1.5,2.02,0.18300246597672856,0.3232133105559136,1065.0
kegg,Glycerophospholipid metabolism,69,7,4.7,1.5,0.1834368107160296,0.4148566827892289,209.0
gobp,Actin Polymerization Or Depolymerization (GO:0008154),45,5,3.0,1.64,0.1854970710805028,0.3270767892396283,1065.0
kegg,Thyroid hormone signaling pathway,107,10,7.2,1.38,0.18609226537063767,0.4148566827892289,209.0
kegg,cAMP signaling pathway,133,12,9.0,1.34,0.18791511651508433,0.4148566827892289,209.0
kegg,Phosphatidylinositol signaling system,82,8,5.5,1.44,0.1885712194496495,0.4148566827892289,209.0
gobp,Cellular Response To Salt (GO:1902075),70,7,4.7,1.48,0.1928388401192989,0.3388999417938173,1065.0
gobp,Regulation Of Endothelial Cell Proliferation (GO:0001936),70,7,4.7,1.48,0.1928388401192989,0.3388999417938173,1065.0
gobp,Regulation Of T Cell Differentiation (GO:0045580),34,4,2.3,1.74,0.19479532011857306,0.34177432607294944,1065.0
kegg,Circadian entrainment,58,6,3.9,1.53,0.1960999602204481,0.4269259550632672,209.0
gobp,Monoatomic Cation Homeostasis (GO:0055080),58,6,3.9,1.53,0.1960999602204481,0.34293342797171955,1065.0
gobp,Modulation Of Chemical Synaptic Transmission (GO:0050804),58,6,3.9,1.53,0.1960999602204481,0.34293342797171955,1065.0
gobp,Sodium Ion Transmembrane Transport (GO:0035725),46,5,3.1,1.61,0.19742356234664846,0.34346770470088794,1065.0
gobp,Positive Regulation Of Angiogenesis (GO:0045766),96,9,6.5,1.39,0.1998775794757752,0.34346770470088794,1065.0
gobp,Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),23,3,1.6,1.93,0.20059803974080026,0.34346770470088794,1065.0
gobp,Regulation Of Cell Size (GO:0008361),23,3,1.6,1.93,0.20059803974080026,0.34346770470088794,1065.0
gobp,Peptidyl-Tyrosine Dephosphorylation (GO:0035335),23,3,1.6,1.93,0.20059803974080026,0.34346770470088794,1065.0
gobp,Triglyceride Homeostasis (GO:0070328),23,3,1.6,1.93,0.20059803974080026,0.34346770470088794,1065.0
gobp,Regulation Of Myeloid Cell Differentiation (GO:0045637),23,3,1.6,1.93,0.20059803974080026,0.34346770470088794,1065.0
gobp,Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427),23,3,1.6,1.93,0.20059803974080026,0.34346770470088794,1065.0
gobp,Lamellipodium Assembly (GO:0030032),23,3,1.6,1.93,0.20059803974080026,0.34346770470088794,1065.0
kegg,Mucin type O-glycan biosynthesis,23,3,1.6,1.93,0.20059803974080026,0.43221639490543556,209.0
gobp,Regulation Of Blood Coagulation (GO:0030193),23,3,1.6,1.93,0.20059803974080026,0.34346770470088794,1065.0
gobp,Negative Regulation Of Osteoblast Differentiation (GO:0045668),23,3,1.6,1.93,0.20059803974080026,0.34346770470088794,1065.0
gobp,Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209),23,3,1.6,1.93,0.20059803974080026,0.34346770470088794,1065.0
gobp,RNA Phosphodiester Bond Hydrolysis (GO:0090501),23,3,1.6,1.93,0.20059803974080026,0.34346770470088794,1065.0
gobp,Regulation Of Wnt Signaling Pathway (GO:0030111),84,8,5.7,1.41,0.2061396551814886,0.3518248922568676,1065.0
gobp,Intracellular Calcium Ion Homeostasis (GO:0006874),84,8,5.7,1.41,0.2061396551814886,0.3518248922568676,1065.0
gobp,Regulation Of Cellular Biosynthetic Process (GO:0031326),59,6,4.0,1.5,0.20680696590292572,0.35183613208724585,1065.0
gobp,Cellular Response To Hormone Stimulus (GO:0032870),59,6,4.0,1.5,0.20680696590292572,0.35183613208724585,1065.0
gobp,Collagen Fibril Organization (GO:0030199),35,4,2.4,1.69,0.20906465424681916,0.3545443579185707,1065.0
gobp,Positive Regulation Of miRNA Transcription (GO:1902895),35,4,2.4,1.69,0.20906465424681916,0.3545443579185707,1065.0
kegg,Hepatitis B,137,12,9.3,1.3,0.21544410061164004,0.4594675206921711,209.0
gobp,Negative Regulation Of Cell Population Proliferation (GO:0008285),285,23,19.3,1.19,0.21588213995450017,0.3655238140724049,1065.0
kegg,Glutamatergic synapse,60,6,4.1,1.48,0.217716467560195,0.4596236537381895,209.0
gobp,Regulation Of Protein Phosphorylation (GO:0001932),204,17,13.8,1.23,0.21781249936346447,0.36600003427670447,1065.0
gobp,Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762),24,3,1.6,1.85,0.21856903455397564,0.36600003427670447,1065.0
gobp,Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),24,3,1.6,1.85,0.21856903455397564,0.36600003427670447,1065.0
gobp,Cortical Cytoskeleton Organization (GO:0030865),24,3,1.6,1.85,0.21856903455397564,0.36600003427670447,1065.0
gobp,Positive Regulation Of Cholesterol Transport (GO:0032376),24,3,1.6,1.85,0.21856903455397564,0.36600003427670447,1065.0
gobp,Negative Regulation Of Secretion By Cell (GO:1903531),24,3,1.6,1.85,0.21856903455397564,0.36600003427670447,1065.0
gobp,Regulation Of Androgen Receptor Signaling Pathway (GO:0060765),24,3,1.6,1.85,0.21856903455397564,0.36600003427670447,1065.0
gobp,Regulation Of Bone Mineralization (GO:0030500),48,5,3.2,1.54,0.22202138328521556,0.3708083227775581,1065.0
gobp,Positive Regulation Of Endothelial Cell Migration (GO:0010595),73,7,4.9,1.42,0.22213681683763575,0.3708083227775581,1065.0
kegg,Melanogenesis,73,7,4.9,1.42,0.22213681683763575,0.4642659471906587,209.0
gobp,Regulation Of Cell Development (GO:0060284),36,4,2.4,1.64,0.22361884520659187,0.3715352108346651,1065.0
gobp,Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854),36,4,2.4,1.64,0.22361884520659187,0.3715352108346651,1065.0
gobp,Regulation Of Cellular Component Size (GO:0032535),36,4,2.4,1.64,0.22361884520659187,0.3715352108346651,1065.0
gobp,Regulation Of Fat Cell Differentiation (GO:0045598),61,6,4.1,1.46,0.22881511146902306,0.37957646996029526,1065.0
kegg,Pancreatic cancer,74,7,5.0,1.4,0.23223530003891849,0.475854683413078,209.0
kegg,TGF-beta signaling pathway,74,7,5.0,1.4,0.23223530003891849,0.475854683413078,209.0
gobp,Regulation Of Protein Kinase Activity (GO:0045859),100,9,6.8,1.33,0.2337256605610441,0.38711948444403105,1065.0
gobp,Canonical Wnt Signaling Pathway (GO:0060070),49,5,3.3,1.51,0.23465293102716786,0.38747484632940055,1065.0
kegg,Bile secretion,49,5,3.3,1.51,0.23465293102716786,0.4761404134434765,209.0
gobp,Potassium Ion Import Across Plasma Membrane (GO:1990573),25,3,1.7,1.78,0.23685082155909834,0.38747484632940055,1065.0
gobp,Phosphatidylinositol 3-Kinase Signaling (GO:0014065),25,3,1.7,1.78,0.23685082155909834,0.38747484632940055,1065.0
gobp,Protein Localization To Golgi Apparatus (GO:0034067),25,3,1.7,1.78,0.23685082155909834,0.38747484632940055,1065.0
gobp,Receptor Signaling Pathway Via STAT (GO:0097696),25,3,1.7,1.78,0.23685082155909834,0.38747484632940055,1065.0
gobp,Positive Regulation Of Mononuclear Cell Migration (GO:0071677),25,3,1.7,1.78,0.23685082155909834,0.38747484632940055,1065.0
gobp,Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),25,3,1.7,1.78,0.23685082155909834,0.38747484632940055,1065.0
gobp,Regulation Of Cholesterol Efflux (GO:0010874),25,3,1.7,1.78,0.23685082155909834,0.38747484632940055,1065.0
gobp,Heart Morphogenesis (GO:0003007),37,4,2.5,1.6,0.2384249474582406,0.3882608089342909,1065.0
gobp,Regulation Of Insulin Receptor Signaling Pathway (GO:0046626),37,4,2.5,1.6,0.2384249474582406,0.3882608089342909,1065.0
gobp,Positive Regulation Of Biosynthetic Process (GO:0009891),37,4,2.5,1.6,0.2384249474582406,0.3882608089342909,1065.0
kegg,Hippo signaling pathway,127,11,8.6,1.28,0.2393335360972706,0.4809683561954765,209.0
gobp,Phosphatidylinositol-Mediated Signaling (GO:0048015),50,5,3.4,1.48,0.24747943281289797,0.4023902228179181,1065.0
kegg,TNF signaling pathway,102,9,6.9,1.31,0.25138302073103497,0.5003719174551077,209.0
gobp,Calcium Ion Homeostasis (GO:0055074),63,6,4.3,1.41,0.2515253377219662,0.40353276431632273,1065.0
gobp,Positive Regulation Of Neuron Projection Development (GO:0010976),63,6,4.3,1.41,0.2515253377219662,0.40353276431632273,1065.0
gobp,Positive Regulation Of Cellular Component Organization (GO:0051130),89,8,6.0,1.33,0.25262595597622683,0.40353276431632273,1065.0
gobp,Regulation Of Chromosome Organization (GO:0033044),38,4,2.6,1.56,0.25345032816766744,0.40353276431632273,1065.0
gobp,Proton Transmembrane Transport (GO:1902600),38,4,2.6,1.56,0.25345032816766744,0.40353276431632273,1065.0
gobp,Sterol Metabolic Process (GO:0016125),38,4,2.6,1.56,0.25345032816766744,0.40353276431632273,1065.0
gobp,Negative Regulation Of Protein Phosphorylation (GO:0001933),129,11,8.7,1.26,0.2550926357094855,0.40353276431632273,1065.0
gobp,Amide Transport (GO:0042886),26,3,1.8,1.71,0.2553812987316446,0.40353276431632273,1065.0
gobp,Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052),26,3,1.8,1.71,0.2553812987316446,0.40353276431632273,1065.0
gobp,Positive Regulation Of Monoatomic Ion Transport (GO:0043270),26,3,1.8,1.71,0.2553812987316446,0.40353276431632273,1065.0
gobp,Regulation Of Lamellipodium Assembly (GO:0010591),26,3,1.8,1.71,0.2553812987316446,0.40353276431632273,1065.0
gobp,Clathrin-Dependent Endocytosis (GO:0072583),26,3,1.8,1.71,0.2553812987316446,0.40353276431632273,1065.0
gobp,Visual System Development (GO:0150063),26,3,1.8,1.71,0.2553812987316446,0.40353276431632273,1065.0
hallmark,Hedgehog Signaling,26,3,1.8,1.71,0.2553812987316446,0.6875650350467354,35.0
gobp,Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092),26,3,1.8,1.71,0.2553812987316446,0.40353276431632273,1065.0
gobp,Receptor Signaling Pathway Via JAK-STAT (GO:0007259),26,3,1.8,1.71,0.2553812987316446,0.40353276431632273,1065.0
gobp,Epithelial Tube Morphogenesis (GO:0060562),26,3,1.8,1.71,0.2553812987316446,0.40353276431632273,1065.0
gobp,Odontogenesis (GO:0042476),26,3,1.8,1.71,0.2553812987316446,0.40353276431632273,1065.0
gobp,Vacuolar Acidification (GO:0007035),26,3,1.8,1.71,0.2553812987316446,0.40353276431632273,1065.0
gobp,Regulation Of Nervous System Development (GO:0051960),26,3,1.8,1.71,0.2553812987316446,0.40353276431632273,1065.0
kegg,Relaxin signaling pathway,103,9,7.0,1.29,0.260373905926436,0.5133787390436332,209.0
gobp,Positive Regulation Of Neurogenesis (GO:0050769),51,5,3.4,1.45,0.2604807186861688,0.40916219085659256,1065.0
gobp,Negative Regulation Of Autophagy (GO:0010507),51,5,3.4,1.45,0.2604807186861688,0.40916219085659256,1065.0
gobp,Regulation Of Multicellular Organismal Development (GO:2000026),51,5,3.4,1.45,0.2604807186861688,0.40916219085659256,1065.0
gobp,Positive Regulation Of Protein Binding (GO:0032092),51,5,3.4,1.45,0.2604807186861688,0.40916219085659256,1065.0
kegg,Regulation of actin cytoskeleton,171,14,11.6,1.21,0.2663834389502669,0.5203190536505213,209.0
gobp,Regulation Of Secretion By Cell (GO:1903530),39,4,2.6,1.52,0.2686628351040479,0.4195394712401921,1065.0
gobp,Phospholipid Metabolic Process (GO:0006644),39,4,2.6,1.52,0.2686628351040479,0.4195394712401921,1065.0
gobp,Negative Regulation Of Response To Stimulus (GO:0048585),39,4,2.6,1.52,0.2686628351040479,0.4195394712401921,1065.0
gobp,Erythrocyte Differentiation (GO:0030218),39,4,2.6,1.52,0.2686628351040479,0.4195394712401921,1065.0
gobp,Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537),27,3,1.8,1.64,0.2741011465756274,0.42306916101890313,1065.0
gobp,Cardiac Conduction (GO:0061337),27,3,1.8,1.64,0.2741011465756274,0.42306916101890313,1065.0
gobp,Cellular Response To Retinoic Acid (GO:0071300),27,3,1.8,1.64,0.2741011465756274,0.42306916101890313,1065.0
gobp,Positive Regulation Of Myeloid Cell Differentiation (GO:0045639),27,3,1.8,1.64,0.2741011465756274,0.42306916101890313,1065.0
gobp,Lamellipodium Organization (GO:0097581),27,3,1.8,1.64,0.2741011465756274,0.42306916101890313,1065.0
gobp,Negative Regulation Of Endocytosis (GO:0045806),27,3,1.8,1.64,0.2741011465756274,0.42306916101890313,1065.0
gobp,Endodermal Cell Differentiation (GO:0035987),27,3,1.8,1.64,0.2741011465756274,0.42306916101890313,1065.0
gobp,Regulation Of Protein Autophosphorylation (GO:0031952),27,3,1.8,1.64,0.2741011465756274,0.42306916101890313,1065.0
kegg,Pathways in cancer,410,31,27.7,1.12,0.28221672884099613,0.5461416326645203,209.0
gobp,Negative Regulation Of Macromolecule Metabolic Process (GO:0010605),146,12,9.9,1.22,0.28282603002827084,0.43590408390753754,1065.0
gobp,Positive Regulation Of miRNA Metabolic Process (GO:2000630),40,4,2.7,1.48,0.28403094530030765,0.43712855020928854,1065.0
hallmark,Apical Surface,40,4,2.7,1.48,0.28403094530030765,0.7100773632507691,35.0
kegg,Inositol phosphate metabolism,66,6,4.5,1.35,0.2866653554620219,0.5470473975408298,209.0
gobp,Response To Molecule Of Bacterial Origin (GO:0002237),53,5,3.6,1.4,0.2869273161067485,0.44094890570517625,1065.0
kegg,Gastric cancer,106,9,7.2,1.26,0.2879196829162262,0.5470473975408298,209.0
gobp,Protein Phosphorylation (GO:0006468),412,31,27.8,1.11,0.2915715215603026,0.4457086123906008,1065.0
kegg,"Growth hormone synthesis, secretion and action",93,8,6.3,1.27,0.29195345666611344,0.5497141661551145,209.0
gobp,O-glycan Processing (GO:0016266),28,3,1.9,1.59,0.2929540175337282,0.4457086123906008,1065.0
gobp,Intracellular pH Reduction (GO:0051452),28,3,1.9,1.59,0.2929540175337282,0.4457086123906008,1065.0
gobp,Negative Regulation Of Cell-Matrix Adhesion (GO:0001953),28,3,1.9,1.59,0.2929540175337282,0.4457086123906008,1065.0
gobp,Connective Tissue Development (GO:0061448),28,3,1.9,1.59,0.2929540175337282,0.4457086123906008,1065.0
gobp,Acylglycerol Metabolic Process (GO:0006639),28,3,1.9,1.59,0.2929540175337282,0.4457086123906008,1065.0
gobp,Negative Regulation Of mRNA Catabolic Process (GO:1902373),28,3,1.9,1.59,0.2929540175337282,0.4457086123906008,1065.0
kegg,Choline metabolism in cancer,80,7,5.4,1.29,0.29561947745948197,0.5516470606163547,209.0
gobp,Positive Regulation Of Kinase Activity (GO:0033674),80,7,5.4,1.29,0.29561947745948197,0.4491223159691131,1065.0
gobp,Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),41,4,2.8,1.44,0.2995238953836021,0.4528952897250528,1065.0
gobp,Regulation Of Heart Contraction (GO:0008016),41,4,2.8,1.44,0.2995238953836021,0.4528952897250528,1065.0
gobp,Cellular Response To Calcium Ion (GO:0071277),41,4,2.8,1.44,0.2995238953836021,0.4528952897250528,1065.0
gobp,Negative Regulation Of Gene Expression (GO:0010629),259,20,17.5,1.14,0.29980392418418983,0.4528952897250528,1065.0
gobp,Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),54,5,3.6,1.37,0.30033288192607616,0.4530517269848032,1065.0
gobp,Positive Regulation Of Phosphorylation (GO:0042327),176,14,11.9,1.18,0.30232034590702506,0.4554047643436799,1065.0
gobp,Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),81,7,5.5,1.28,0.3065531364094158,0.46112865858196017,1065.0
gobp,Positive Regulation Of Nervous System Development (GO:0051962),29,3,2.0,1.53,0.31188666824406236,0.46717201361452376,1065.0
gobp,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),29,3,2.0,1.53,0.31188666824406236,0.46717201361452376,1065.0
gobp,Vesicle Cytoskeletal Trafficking (GO:0099518),29,3,2.0,1.53,0.31188666824406236,0.46717201361452376,1065.0
kegg,Vascular smooth muscle contraction,95,8,6.4,1.25,0.31215527391455616,0.5703589760724048,209.0
kegg,Gastric acid secretion,55,5,3.7,1.35,0.3138338863556294,0.5703589760724048,209.0
kegg,Serotonergic synapse,55,5,3.7,1.35,0.3138338863556294,0.5703589760724048,209.0
gobp,Cholesterol Homeostasis (GO:0042632),55,5,3.7,1.35,0.3138338863556294,0.46942849574261986,1065.0
gobp,I-kappaB kinase/NF-kappaB Signaling (GO:0007249),42,4,2.8,1.41,0.3151117945503191,0.47001969355194656,1065.0
gobp,Regulation Of Exocytosis (GO:0017157),42,4,2.8,1.41,0.3151117945503191,0.47001969355194656,1065.0
gobp,Negative Regulation Of Wnt Signaling Pathway (GO:0030178),109,9,7.4,1.22,0.31618937438636335,0.47096738982024755,1065.0
gobp,Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),69,6,4.7,1.29,0.3227613165331333,0.4794153446412649,1065.0
gobp,Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100),69,6,4.7,1.29,0.3227613165331333,0.4794153446412649,1065.0
gobp,Positive Regulation Of Programmed Cell Death (GO:0043068),193,15,13.0,1.15,0.3249140827530542,0.48194080519777543,1065.0
kegg,Hypertrophic cardiomyopathy,56,5,3.8,1.32,0.3274111916586901,0.58419778559369,209.0
gobp,Sterol Homeostasis (GO:0055092),56,5,3.8,1.32,0.3274111916586901,0.4820167312379365,1065.0
gobp,Positive Regulation Of Macroautophagy (GO:0016239),56,5,3.8,1.32,0.3274111916586901,0.4820167312379365,1065.0
kegg,Prolactin signaling pathway,56,5,3.8,1.32,0.3274111916586901,0.58419778559369,209.0
gobp,Protein Autoubiquitination (GO:0051865),56,5,3.8,1.32,0.3274111916586901,0.4820167312379365,1065.0
gobp,Positive Regulation Of Epithelial Cell Migration (GO:0010634),83,7,5.6,1.25,0.3286441054954924,0.4820167312379365,1065.0
gobp,Positive Regulation Of Cell Projection Organization (GO:0031346),83,7,5.6,1.25,0.3286441054954924,0.4820167312379365,1065.0
gobp,Positive Regulation Of Cellular Metabolic Process (GO:0031325),43,4,2.9,1.38,0.3307657212046531,0.4820167312379365,1065.0
kegg,Basal cell carcinoma,43,4,2.9,1.38,0.3307657212046531,0.58419778559369,209.0
gobp,Myeloid Cell Differentiation (GO:0030099),43,4,2.9,1.38,0.3307657212046531,0.4820167312379365,1065.0
gobp,Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098),30,3,2.0,1.48,0.3308490427558043,0.4820167312379365,1065.0
gobp,Positive Regulation Of Actin Filament Polymerization (GO:0030838),30,3,2.0,1.48,0.3308490427558043,0.4820167312379365,1065.0
gobp,Endoderm Formation (GO:0001706),30,3,2.0,1.48,0.3308490427558043,0.4820167312379365,1065.0
gobp,intra-Golgi Vesicle-Mediated Transport (GO:0006891),30,3,2.0,1.48,0.3308490427558043,0.4820167312379365,1065.0
gobp,Regulation Of Ossification (GO:0030278),30,3,2.0,1.48,0.3308490427558043,0.4820167312379365,1065.0
gobp,Positive Regulation Of Bone Mineralization (GO:0030501),30,3,2.0,1.48,0.3308490427558043,0.4820167312379365,1065.0
kegg,Purine metabolism,97,8,6.6,1.22,0.3326293611753545,0.58419778559369,209.0
gobp,Protein-Containing Complex Organization (GO:0043933),111,9,7.5,1.2,0.3353506762344462,0.48790774616077215,1065.0
gobp,Regulation Of Actin Filament Polymerization (GO:0030833),57,5,3.9,1.3,0.34104606390576186,0.4955171324142379,1065.0
gobp,Cellular Response To Organic Cyclic Compound (GO:0071407),112,9,7.6,1.19,0.3450060620374283,0.5005878148090751,1065.0
kegg,Cortisol synthesis and secretion,44,4,3.0,1.35,0.34645780430520695,0.5992378000379743,209.0
hallmark,Reactive Oxygen Species Pathway,44,4,3.0,1.35,0.34645780430520695,0.8084015433788162,35.0
gobp,Post-Translational Protein Modification (GO:0043687),44,4,3.0,1.35,0.34645780430520695,0.5006479804410385,1065.0
gobp,Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718),44,4,3.0,1.35,0.34645780430520695,0.5006479804410385,1065.0
gobp,Peptide Metabolic Process (GO:0006518),44,4,3.0,1.35,0.34645780430520695,0.5006479804410385,1065.0
gobp,Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),71,6,4.8,1.25,0.3471734746032998,0.5010023718868757,1065.0
kegg,PI3K-Akt signaling pathway,267,20,18.0,1.11,0.34893415802285627,0.5992378000379743,209.0
gobp,Protein Destabilization (GO:0031648),31,3,2.1,1.43,0.34979431389776494,0.5013875428009686,1065.0
kegg,Glycosphingolipid biosynthesis,31,3,2.1,1.43,0.34979431389776494,0.5992378000379743,209.0
gobp,Response To Transforming Growth Factor Beta (GO:0071559),31,3,2.1,1.43,0.34979431389776494,0.5013875428009686,1065.0
gobp,Synaptic Vesicle Recycling (GO:0036465),31,3,2.1,1.43,0.34979431389776494,0.5013875428009686,1065.0
gobp,Antiviral Innate Immune Response (GO:0140374),31,3,2.1,1.43,0.34979431389776494,0.5013875428009686,1065.0
gobp,Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),31,3,2.1,1.43,0.34979431389776494,0.5013875428009686,1065.0
gobp,Positive Regulation Of Endothelial Cell Proliferation (GO:0001938),58,5,3.9,1.28,0.3547202246307911,0.5077648376771404,1065.0
kegg,Acute myeloid leukemia,58,5,3.9,1.28,0.3547202246307911,0.6027359914458158,209.0
gobp,Positive Regulation Of Protein Localization (GO:1903829),72,6,4.9,1.23,0.35944395765620424,0.5138359931595402,1065.0
gobp,Regulation Of Macromolecule Biosynthetic Process (GO:0010556),45,4,3.0,1.32,0.36216129047347057,0.5156440833612916,1065.0
gobp,Regulation Of Neurogenesis (GO:0050767),45,4,3.0,1.32,0.36216129047347057,0.5156440833612916,1065.0
kegg,Regulation of lipolysis in adipocytes,45,4,3.0,1.32,0.36216129047347057,0.6069359331375767,209.0
gobp,Phospholipid Transport (GO:0015914),45,4,3.0,1.32,0.36216129047347057,0.5156440833612916,1065.0
gobp,Negative Regulation Of Cell Growth (GO:0030308),100,8,6.8,1.18,0.3637098092936055,0.5171574724935779,1065.0
kegg,Diabetic cardiomyopathy,156,12,10.5,1.14,0.36388876010524335,0.6069359331375767,209.0
kegg,MAPK signaling pathway,227,17,15.3,1.11,0.36590395969059647,0.6069359331375767,209.0
gobp,Aortic Valve Development (GO:0003176),32,3,2.2,1.39,0.3686788891683276,0.5193690700585567,1065.0
gobp,Positive Regulation Of Biomineral Tissue Development (GO:0070169),32,3,2.2,1.39,0.3686788891683276,0.5193690700585567,1065.0
gobp,Secondary Alcohol Metabolic Process (GO:1902652),32,3,2.2,1.39,0.3686788891683276,0.5193690700585567,1065.0
