feature,lfc_early,p_early,q_early,lfc_late,p_late,q_late,lfc_prog,p_prog,prog_sign_stable,class,ratio_early_late
SLC6A12,1.2741869017944127,0.17868911572948767,0.41174921452053737,-0.923982684012679,0.4235163412686639,0.642896655519763,-2.1981695858070918,0.004053287772016905,True,sign_reversal,-1.3790159965561954
SLN,-0.6574666290920486,0.19658735026914653,0.4333475490871238,0.680191201088657,0.3493862626469838,0.5832145278626176,1.3376578301807056,0.0467366170159482,True,sign_reversal,-0.9665909056744082
SPEF1,-0.6965637025136481,0.09720475484728969,0.2979232952203947,0.7178236531397812,0.21895497527634522,0.4668190527120419,1.4143873556534294,0.00727325700257699,True,sign_reversal,-0.97038276666819
SPOCK1,0.7886814695061166,0.33721863175477873,0.5773999334888795,-1.3541111518261784,0.14884856370583197,0.38690239205436994,-2.142792621332295,0.0075925870863651655,True,sign_reversal,-0.5824348085771887
SULT4A1,-0.64494585538435,0.2754211062525241,0.5189255867156961,0.8113066691912265,0.2245177070757102,0.472598133576685,1.4562525245755764,0.012156467861969888,True,sign_reversal,-0.7949470648716374
TAGLN3,0.9048475944001382,0.35652266914210884,0.5927936821817225,-2.0194902388397606,0.1407495938141697,0.3769205488091439,-2.924337833239899,0.004622440148661241,True,sign_reversal,-0.4480574240952965
TLE6,-1.106498663911019,0.12162496173634192,0.333733323025999,1.0211699248920256,0.14904425538679425,0.38690239205436994,2.127668588803045,0.0031545455898494457,True,sign_reversal,-1.083559784653877
TMEM176A,-0.7462350123643438,0.3822468922976734,0.6171492496519226,1.499063599108387,0.023632694000718737,0.16970853213027892,2.2452986114727307,0.03037219428978596,True,sign_reversal,-0.49780076896549913
TMEM176B,-2.100882888891935,0.026722927919773487,0.16325687897206156,0.710312908477821,0.17769009535721098,0.4223926313288943,2.811195797369756,0.008047792505391033,True,sign_reversal,-2.957686484107495
TMEM179,-0.7855701119544276,0.44177200288775964,0.6663899978349398,1.9152528068967853,0.10758796928911468,0.33210502021810834,2.700822918851213,0.014257147868105542,True,sign_reversal,-0.4101652320391366
TMEM200A,1.096355168048408,0.19973476747249885,0.43693232483201605,-0.6847924177779422,0.524942755911873,0.718066925600101,-1.7811475858263504,0.047241509483350305,True,sign_reversal,-1.601003661234934
TNNT2,-0.6190631846778342,0.25519271546224587,0.49770792256533103,1.1400896540159715,0.07245379127840822,0.27426851559421916,1.7591528386938058,0.009079365637320163,True,sign_reversal,-0.5429951780521655
