,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
RYR2,1.2374703892830818,3.0098237100068217,0.007839091177590874,0.6963038850675471,0.6562699633027358,17.125622076805527,11,6,0.9561573610520071
CFAP70,-0.6008556654129921,-3.006940609393538,0.007887573201456428,0.12402186748700653,0.15501925105361075,17.125622076805527,11,6,0.9561573610520071
EPB41L3,0.8804224357802117,3.0027006392720557,0.007959403225225304,0.3281081808569573,0.33377449199142145,17.125622076805527,11,6,0.9561573610520071
CABCOCO1,-0.4508312351753391,-2.996169946572919,0.008071288594435013,0.0473915606757012,0.08790025257200995,17.125622076805527,11,6,0.9561573610520071
ACP3,-0.8112668809505887,-2.9882085283694324,0.00820975775279838,0.27374014321950907,0.28615458300918123,17.125622076805527,11,6,0.9561573610520071
SLC16A7,1.3608081191671013,2.9819135698064194,0.008320877029670708,0.8701458415947114,0.8085347590697267,17.125622076805527,11,6,0.9561573610520071
PCSK5,0.913693343609733,2.9640588988656384,0.008644068339112186,0.3682244703962345,0.36891157141489794,17.125622076805527,11,6,0.9561573610520071
HOXA4,-0.5247049351830924,-2.9619939385044227,0.008682224859915827,0.0861303060970482,0.121830767838209,17.125622076805527,11,6,0.9561573610520071
IL1RL1,2.4365752625983292,2.959323667374239,0.008731809150394001,2.95189924388752,2.6319021611032083,17.125622076805527,11,6,0.9561573610520071
PTCH1,0.6604153789714858,2.9580718715290213,0.00875514839917845,0.16797139997745023,0.19351379358176315,17.125622076805527,11,6,0.9561573610520071
OCLN,0.653830222850795,2.9575028831193366,0.008765776996875215,0.16367068439446028,0.18974688027166386,17.125622076805527,11,6,0.9561573610520071
