,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
LOC109502867,0.10227546889274985,0.09185056994324439,0.9284534770035127,4.117140087396945,3.381487739064382,11.100032182358945,5,6,0.9906454855375827
LOC109502909,-2.884736513765337,-3.7500139614578463,0.0031606507455653526,1.9371019316956901,1.6138943592457624,11.100032182358945,5,6,0.43372609554783853
LOC109502937,0.5286401998234538,2.1987687922136225,0.049982382868975744,0.14106015085569348,0.1576484887833609,11.100032182358945,5,6,0.5923273327521014
LOC109503040,-1.3461508239315814,-2.8595687346736147,0.015401148793602276,0.6920389328571288,0.6043867465240773,11.100032182358945,5,6,0.47985996186937896
LOC109503259,-1.7495499934079808,-2.8275007940307235,0.016314191026124417,1.234453494862737,1.044181062238667,11.100032182358945,5,6,0.4841025069693361
LOC109503275,0.4228743824694714,0.6352689433125516,0.5381284634407766,1.437077793763577,1.2084705579939856,11.100032182358945,5,6,0.9128144673172878
LOC109503277,1.5665950771815949,2.01434476237578,0.06885237605081435,1.9811194782630335,1.6495841583920834,11.100032182358945,5,6,0.6245723676243871
LOC109503279,-0.33233253999872137,-0.7017931457096174,0.4972594642829271,0.7009154735548316,0.611583920817526,11.100032182358945,5,6,0.8996692844292654
LOC109503293,-1.6715845755432888,-2.4990348173945276,0.0293836851675435,1.4515775704978147,1.2202270996385707,11.100032182358945,5,6,0.5281188507132039
LOC109503361,-0.3932871522952195,-1.0658990437567444,0.3091051991502776,0.40455494893453,0.37129230023810883,11.100032182358945,5,6,0.8229672053930432
