,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
Tmem194b,0.31505045658291986,2.8085550036250466,0.013977757190217266,0.02730793153884269,0.034846046180430676,13.955855331682496,4,9,0.09823616540624053
Mfsd6,-0.24828340755731082,-1.658344498110182,0.1195454083666137,0.06185156920609846,0.06207332858691888,13.955855331682496,4,9,0.29645859677130787
Inpp1,0.11444200564430762,1.4407432629722692,0.17171533516414772,0.005265961329044897,0.01747257343044159,13.955855331682496,4,9,0.36398619103585717
Hibch,-0.1675248499974078,-1.4791972196888206,0.1613032598489969,0.028162208358386585,0.035519386852976176,13.955855331682496,4,9,0.3499136692510778
Pms1,-0.0662387460665328,-0.4002506888942653,0.6950314744783483,0.07932215975031269,0.07584364157877677,13.955855331682496,4,9,0.8194800604138766
Ormdl1,-0.11181917918198536,-1.1452286608644011,0.271374775628434,0.01659257608317661,0.026400206981686505,13.955855331682496,4,9,0.4746105994942643
Osgepl1,-0.17067989631986347,-1.3261645336821815,0.20608094674452063,0.0412942217399852,0.04587003493325904,13.955855331682496,4,9,0.40618161533419345
Asnsd1,0.2680931527144952,2.151958662528729,0.049395660457262174,0.037627133059063,0.04297963699408227,13.955855331682496,4,9,0.18299595466847166
Stk17b,0.5316803319720314,2.3099730610995066,0.0367034779292917,0.1692256483544852,0.1467055379758264,13.955855331682496,4,9,0.15761033398725524
Hecw2,0.15288404429900293,1.81514561916115,0.0910464500914656,0.008022637246286305,0.019645384366709713,13.955855331682496,4,9,0.254722296165777
Gtf3c3,-0.07004356691104219,-0.580045758523594,0.5711305899577961,0.03432950678858172,0.040380449189881894,13.955855331682496,4,9,0.7321706907327813
Pgap1,-0.18702781839722493,-1.6488157641689871,0.1215048625517107,0.02830373975921837,0.03563094185065628,13.955855331682496,4,9,0.2987949764636407
Ankrd44,0.193406970812402,1.7536244689219556,0.10141943806239438,0.025834270917523116,0.03368450742488662,13.955855331682496,4,9,0.26981151350655747
Sf3b1,0.030291291419787036,0.24049148994928596,0.8134461077727592,0.03883724805662893,0.04393344918666112,13.955855331682496,4,9,0.8948150234218193
Coq10b,0.1011995974195905,0.6137546362592632,0.549251544835915,0.07861751431504356,0.07528824030785904,13.955855331682496,4,9,0.71594210818093
Hspd1,-0.4025544627253357,-2.5985297548088084,0.021079480988110952,0.06741558668715529,0.06645888510330665,13.955855331682496,4,9,0.11904270846640651
Hspe1,0.10354689792847616,0.5614298251395307,0.5834082752030096,0.10260878379516307,0.0941981500202506,13.955855331682496,4,9,0.7403234863188448
Mob4,0.06777713475347014,0.7605249409571094,0.45959792402551713,0.01100200030181157,0.02199371722283906,13.955855331682496,4,9,0.6451584675797746
Rftn2,0.40075450040358207,3.108683563693744,0.007723043110618644,0.041486678140210016,0.04602172899658649,13.955855331682496,4,9,0.07231667616913912
Mars2,-0.12173177164117144,-1.2214993581561289,0.24213047712419986,0.01799174361799293,0.02750303031405792,13.955855331682496,4,9,0.44540220059610863
Gm8292,0.8089406035488422,4.1256856144584235,0.0010357093228860763,0.11816982512215861,0.10646335702682931,13.955855331682496,4,9,0.027798899395534076
Plcl1,-0.03748787208778803,-0.3033771148773499,0.7660780068456382,0.03674444868459386,0.04228390549727333,13.955855331682496,4,9,0.866118359255693
Satb2,-0.6026776692312776,-3.8297369117723776,0.0018493947731285875,0.07010547034384432,0.06857905040456247,13.955855331682496,4,9,0.03574269482834498
9130024F11Rik,-0.12669964716493864,-0.9847393093605895,0.34151747604733584,0.041259169445657246,0.045842406727861114,13.955855331682496,4,9,0.5421632092589496
1700066M21Rik,-0.20220201601588172,-1.8032332154738344,0.09297801702887483,0.027274636904000064,0.034819803361587645,13.955855331682496,4,9,0.25773385176407976
